enroll,SAT,GPA,scholarship
1,1001,2.64,0.0
0,1524,3.85,12900.0
1,1183,3.11,0.0
0,1350,3.54,14500.0
1,1226,2.91,0.0
1,1068,2.75,15700.0
1,1006,2.52,0.0
1,1272,3.06,11900.0
1,1099,2.85,0.0
0,1355,3.19,0.0
1,1123,2.86,0.0
1,1254,3.25,8200.0
0,1531,3.78,20200.0
0,1259,2.95,0.0
0,1393,3.34,0.0
1,1085,2.61,13000.0
1,1063,2.67,11399.999999999998
1,1047,2.52,11600.0
1,1013,2.54,0.0
0,1454,3.48,0.0
1,1071,2.58,0.0
1,1168,2.79,0.0
0,1281,3.03,0.0
1,1357,3.23,18400.0
0,1421,3.44,11200.000000000002
0,1264,3.16,0.0
1,1154,3.04,0.0
1,1009,2.35,10500.0
0,1346,3.47,5699.999999999999
0,1427,3.38,8900.0
1,1099,2.66,0.0
1,1326,3.2,13400.0
0,1572,4.13,7000.0
0,1518,3.85,18700.0
1,1135,2.98,0.0
1,1108,2.83,15300.0
0,1347,3.38,5100.0
1,1144,3.03,10900.0
0,1271,3.35,0.0
0,1523,3.85,8800.0
1,1053,2.73,6400.0
1,1176,2.9,12200.0
1,1152,2.85,0.0
0,1494,3.91,17600.0
1,1130,2.73,0.0
1,1056,2.74,0.0
0,1442,3.8,10900.0
1,1090,2.66,0.0
1,1198,2.89,0.0
1,1124,2.63,16200.000000000002
1,1153,2.79,5300.0
1,1178,3.02,16600.0
0,1386,3.56,0.0
1,1069,2.74,0.0
1,1259,3.09,5200.0
0,1386,3.48,11900.0
1,1195,3.06,0.0
0,1302,3.35,6200.0
1,1212,2.96,5000.0
1,1163,3.04,0.0
0,1514,3.6,19200.0
0,1452,3.48,0.0
0,1231,3.18,0.0
0,1318,3.15,0.0
1,1084,2.67,0.0
1,1122,2.78,12100.0
1,1041,2.58,7000.0
0,1531,3.77,14800.0
1,1100,2.87,0.0
1,1355,3.23,15500.0
0,1456,3.81,5500.0
1,1058,2.53,0.0
0,1244,3.1,0.0
1,1132,2.99,0.0
1,1038,2.74,20500.0
0,1501,3.76,23500.0
0,1426,3.39,11800.0
1,1000,2.59,0.0
1,1184,2.86,0.0
0,1336,3.38,0.0
1,1196,3.0,8900.0
1,1061,2.73,0.0
0,1465,3.69,0.0
0,1335,3.26,0.0
1,1049,2.5,0.0
0,1557,3.97,22599.999999999996
1,1187,2.86,0.0
0,1473,3.59,9100.0
1,1025,2.48,0.0
0,1477,3.71,0.0
1,1205,2.86,0.0
0,1502,3.84,13600.000000000002
1,1170,3.01,21100.0
1,1068,2.69,12400.0
0,1479,3.79,14000.0
0,1556,4.07,9200.0
1,1132,2.69,13799.999999999998
1,1369,3.45,16200.000000000002
1,1185,2.9,19800.0
1,1353,3.47,15700.0
0,1494,3.82,0.0
0,1327,3.38,0.0
0,1489,3.64,6100.0
0,1522,3.79,23500.0
0,1281,3.08,0.0
0,1248,3.3,0.0
1,1005,2.46,0.0
1,1070,2.52,5500.0
1,1275,3.33,21300.0
0,1554,4.08,6000.0
0,1241,3.24,0.0
1,1205,3.07,0.0
1,1348,3.45,18600.0
1,1009,2.69,20900.0
1,1080,2.83,14200.0
1,1008,2.63,0.0
0,1234,3.16,0.0
0,1332,3.32,10700.0
1,1356,3.3,14700.0
1,1175,2.88,0.0
1,1076,2.83,0.0
1,1134,2.65,0.0
0,1437,3.56,17500.0
1,1170,3.08,0.0
1,1277,3.28,7300.0
1,1241,3.02,20200.0
1,1130,2.73,0.0
0,1559,3.86,23900.0
0,1320,3.32,0.0
0,1406,3.52,16400.0
1,1102,2.94,0.0
0,1517,3.89,8500.0
0,1474,3.57,7700.0
1,1071,2.65,8500.0
1,1219,3.23,10100.0
0,1433,3.42,18900.0
1,1086,2.63,0.0
0,1523,3.68,23400.0
0,1553,3.87,18500.0
1,1080,2.63,15600.0
0,1266,3.02,0.0
0,1441,3.65,13600.000000000002
0,1573,3.96,13899.999999999998
0,1322,3.27,0.0
0,1417,3.71,19800.0
0,1379,3.57,14700.0
1,1248,3.09,8300.0
1,1308,3.23,12700.0
0,1434,3.78,5900.0
1,1204,3.03,0.0
1,1090,2.69,9600.0
1,1119,2.66,0.0
0,1380,3.47,5699.999999999999
1,1192,3.11,6899.999999999999
1,1188,3.0,8600.0
0,1542,3.86,5600.000000000001
0,1563,3.72,12500.0
0,1407,3.35,12700.0
1,1000,2.41,0.0
1,1226,3.03,0.0
1,1144,2.77,8700.0
1,1197,2.79,0.0
0,1284,3.33,0.0
0,1377,3.39,9200.0
1,1343,3.51,20000.0
1,1002,2.31,0.0
1,1348,3.48,19700.0
1,1214,3.03,7700.0
1,1020,2.43,0.0
1,1007,2.62,0.0
1,1094,2.79,0.0
1,1147,3.05,0.0
0,1408,3.58,7800.0
0,1562,3.77,24200.0
1,1036,2.5,0.0
0,1544,3.86,10000.0
0,1373,3.33,8000.0
0,1393,3.66,7400.0
0,1455,3.72,7900.0
1,1087,2.88,8700.0
1,1186,2.79,0.0
0,1404,3.34,0.0
1,1013,2.54,0.0
0,1380,3.51,13000.0
0,1336,3.17,5000.0
1,1084,2.65,0.0
1,1245,3.02,22300.0
1,1223,3.0,0.0
0,1247,3.22,0.0
0,1294,3.12,0.0
1,1194,2.97,0.0
1,1029,2.44,0.0
1,1250,3.03,10100.0
1,1010,2.57,0.0
0,1418,3.52,11600.0
0,1339,3.42,8100.000000000001
1,1119,2.61,0.0
1,1190,3.13,0.0
0,1417,3.54,15000.0
0,1204,3.17,0.0
0,1361,3.5,6400.0
0,1438,3.49,20099.999999999996
1,1328,3.34,24500.0
0,1503,3.91,7500.0
0,1326,3.24,0.0
0,1526,3.91,14600.0
1,1138,2.91,9300.0
1,1122,2.79,8400.0
0,1415,3.39,10100.0
1,1217,2.87,21600.0
1,1101,2.58,0.0
0,1453,3.75,18900.0
0,1577,4.12,23500.0
0,1356,3.52,9800.0
1,1144,2.81,0.0
1,1367,3.51,20600.0
1,1110,2.9,0.0
1,1050,2.43,5500.0
1,1045,2.58,0.0
1,1046,2.6,0.0
1,1080,2.73,0.0
1,1133,2.97,0.0
1,1078,2.6,23700.0
0,1274,3.34,0.0
1,1118,2.78,11399.999999999998
0,1273,3.34,0.0
1,1046,2.56,0.0
1,1186,2.94,7300.0
1,1087,2.67,0.0
1,1098,2.89,0.0
1,1150,2.81,10500.0
1,1391,3.28,18700.0
1,1396,3.55,23600.0
0,1211,3.13,0.0
1,1104,2.71,0.0
0,1533,3.67,14200.0
1,1018,2.49,0.0
1,1211,3.05,0.0
1,1398,3.35,23700.0
1,1070,2.73,12800.0
1,1172,2.81,0.0
0,1547,3.97,0.0
1,1128,2.97,0.0
1,1108,2.71,14300.0
0,1452,3.51,5600.000000000001
0,1352,3.56,12800.0
1,1095,2.69,0.0
0,1408,3.52,8100.000000000001
0,1322,3.24,0.0
1,1095,2.59,0.0
1,1086,2.78,0.0
1,1035,2.51,8700.0
1,1169,2.86,0.0
0,1223,3.14,0.0
0,1358,3.5,13300.0
1,1071,2.67,16800.0
0,1529,3.82,0.0
1,1116,2.63,0.0
1,1041,2.55,0.0
1,1089,2.61,9700.0
1,1024,2.64,11399.999999999998
0,1447,3.66,22400.000000000004
1,1037,2.57,0.0
0,1388,3.5,8100.000000000001
0,1486,3.53,19500.0
0,1343,3.18,0.0
1,1120,2.9,13200.0
1,1131,2.71,21200.0
0,1471,3.51,11399.999999999998
0,1454,3.73,18100.0
1,1045,2.58,14100.0
1,1245,2.94,6100.0
1,1260,3.03,5200.0
0,1575,3.91,19100.0
0,1564,3.78,7800.0
1,1186,2.87,0.0
0,1319,3.12,0.0
0,1519,3.67,17500.0
1,1002,2.48,7300.0
1,1005,2.49,0.0
1,1165,2.98,0.0
1,1237,2.9,0.0
0,1491,3.59,0.0
1,1040,2.77,0.0
1,1444,3.44,22400.000000000004
0,1293,3.36,0.0
0,1235,3.2,0.0
0,1501,3.57,18800.0
0,1308,3.27,0.0
1,1001,2.44,0.0
1,1045,2.73,0.0
1,1096,2.59,0.0
1,1255,2.97,8500.0
1,1160,2.89,0.0
1,1236,2.91,5200.0
0,1438,3.63,14300.0
1,1177,2.79,13200.0
0,1502,3.6,24400.0
1,1136,2.94,0.0
1,1190,3.1,0.0
0,1255,3.28,0.0
1,1075,2.84,0.0
1,1152,2.86,12700.0
1,1061,2.69,0.0
1,1173,2.79,14200.0
1,1417,3.35,19100.0
0,1389,3.59,19300.0
1,1215,3.03,0.0
0,1473,3.83,12200.0
0,1506,3.83,11600.0
0,1514,3.87,7500.0
1,1249,2.92,14700.0
1,1237,2.94,0.0
0,1232,3.24,0.0
0,1539,4.01,11399.999999999998
1,1406,3.37,21300.0
1,1126,2.89,5600.000000000001
1,1153,2.73,0.0
1,1144,2.95,0.0
1,1175,2.82,10200.0
0,1322,3.2,0.0
0,1491,3.79,12400.0
1,1056,2.55,0.0
1,1196,2.86,0.0
1,1016,2.68,12900.0
1,1177,3.0,8900.0
0,1290,3.03,0.0
0,1541,3.68,19700.0
1,1195,2.95,14700.0
0,1543,3.96,5100.0
1,1003,2.6,0.0
1,1029,2.59,0.0
0,1384,3.49,8700.0
1,1150,2.9,0.0
1,1295,3.22,12700.0
1,1072,2.83,0.0
0,1446,3.74,21800.0
1,1012,2.61,0.0
1,1156,3.03,0.0
0,1432,3.78,18200.0
1,1365,3.42,20900.0
0,1304,3.23,6400.0
1,1253,3.28,14800.0
1,1146,3.0,0.0
0,1554,4.02,7400.0
0,1578,4.12,11200.000000000002
0,1490,3.61,0.0
0,1266,3.08,0.0
0,1354,3.37,7200.0
1,1013,2.41,5500.0
0,1429,3.63,22000.0
0,1455,3.66,13700.000000000002
0,1450,3.65,12800.0
0,1528,3.81,13300.0
1,1191,2.82,23200.0
1,1096,2.69,0.0
0,1572,4.08,23400.0
0,1286,3.03,0.0
1,1071,2.6,20099.999999999996
1,1152,2.87,14000.0
1,1189,2.98,0.0
0,1506,3.61,22599.999999999996
1,1066,2.71,6600.0
0,1322,3.36,9400.0
1,1206,2.84,0.0
0,1444,3.7,12800.0
0,1324,3.25,0.0
1,1174,2.8,8000.0
0,1422,3.58,0.0
1,1048,2.75,7700.0
1,1030,2.73,0.0
1,1019,2.49,0.0
0,1317,3.49,6600.0
0,1461,3.72,15500.0
1,1161,2.98,0.0
0,1483,3.79,8300.0
1,1041,2.78,0.0
0,1554,3.87,7600.0
1,1236,3.05,9000.0
1,1053,2.82,0.0
0,1410,3.33,0.0
0,1230,3.06,0.0
0,1571,4.1,17900.0
0,1322,3.23,0.0
1,1164,2.83,7200.0
0,1495,3.6,11600.0
0,1453,3.55,11299.999999999998
0,1383,3.32,0.0
0,1278,3.1,0.0
0,1548,3.77,13400.0
1,1113,2.83,7200.0
1,1303,3.21,7800.0
1,1120,2.68,0.0
1,1031,2.59,0.0
1,1170,3.02,22599.999999999996
1,1135,2.73,12700.0
0,1556,3.78,5300.0
0,1309,3.2,0.0
1,1204,2.84,8900.0
0,1407,3.7,9000.0
0,1477,3.83,5400.0
0,1564,3.77,13899.999999999998
0,1378,3.48,0.0
1,1061,2.81,0.0
0,1542,3.81,12900.0
1,1212,3.1,0.0
0,1490,3.66,10400.0
1,1153,2.91,0.0
0,1468,3.87,17600.0
1,1150,2.77,20900.0
1,1014,2.62,0.0
1,1083,2.83,10100.0
0,1255,3.02,0.0
0,1498,3.93,18200.0
0,1366,3.41,0.0
0,1433,3.63,9300.0
1,1221,2.96,0.0
0,1475,3.84,19200.0
0,1405,3.39,9300.0
0,1564,3.9,12400.0
0,1434,3.45,0.0
0,1439,3.53,0.0
0,1366,3.47,14500.0
0,1534,3.7,15600.0
0,1383,3.42,6600.0
0,1450,3.82,0.0
0,1515,3.9,7000.0
1,1000,2.46,0.0
1,1366,3.53,22500.0
1,1164,2.86,0.0
1,1241,3.03,5300.0
0,1295,3.41,0.0
0,1538,3.96,24100.0
0,1485,3.63,0.0
1,1017,2.36,17100.0
1,1208,2.87,0.0
0,1434,3.57,10300.0
1,1298,3.06,14200.0
0,1492,3.77,15700.0
0,1571,4.12,18400.0
0,1411,3.52,6700.0
0,1576,3.91,12400.0
0,1267,3.37,0.0
0,1326,3.34,0.0
0,1387,3.32,0.0
1,1046,2.79,0.0
0,1256,3.16,0.0
0,1515,3.69,12200.0
1,1242,2.97,16500.0
0,1469,3.59,7300.0
0,1416,3.37,0.0
0,1528,3.68,10800.0
1,1381,3.41,16500.0
1,1121,2.65,0.0
1,1155,2.84,0.0
0,1260,2.98,0.0
1,1073,2.52,9200.0
0,1495,3.59,9400.0
1,1204,3.04,0.0
1,1138,3.02,0.0
1,1049,2.55,6100.0
0,1545,3.76,9900.0
1,1130,2.67,0.0
0,1294,3.13,0.0
0,1517,3.93,25000.0
1,1083,2.77,0.0
0,1443,3.73,0.0
0,1411,3.46,13300.0
0,1469,3.73,0.0
1,1161,2.72,0.0
0,1497,3.69,0.0
1,1012,2.72,0.0
0,1491,3.6,11100.000000000002
0,1433,3.41,9100.0
0,1471,3.51,8000.0
1,1197,3.11,0.0
1,1378,3.42,23900.0
1,1016,2.6,9900.0
1,1263,3.09,17800.0
0,1471,3.69,0.0
1,1158,2.87,0.0
1,1069,2.82,18000.0
0,1245,3.26,0.0
1,1063,2.74,0.0
1,1231,3.28,14100.0
0,1472,3.76,9500.0
0,1579,4.12,0.0
0,1537,3.66,12600.0
0,1572,3.88,5100.0
1,1161,2.74,19100.0
0,1506,3.96,7900.0
0,1525,3.7,9700.0
0,1229,3.19,0.0
1,1118,2.6,10900.0
0,1331,3.49,5800.0
1,1035,2.57,13100.0
1,1168,2.99,22500.0
0,1493,3.57,18000.0
1,1049,2.74,7100.0
1,1352,3.21,13100.0
0,1292,3.4,9600.0
1,1101,2.6,0.0
0,1482,3.6,23100.0
0,1310,3.09,0.0
0,1338,3.23,0.0
1,1019,2.42,0.0
0,1498,3.62,9200.0
1,1072,2.7,0.0
0,1379,3.32,8400.0
0,1285,3.07,0.0
1,1087,2.91,7200.0
1,1077,2.79,0.0
1,1278,3.14,9500.0
1,1386,3.41,17400.0
1,1157,2.81,0.0
1,1014,2.35,0.0
1,1027,2.47,0.0
1,1049,2.61,22200.000000000004
0,1513,3.83,10800.0
1,1125,2.81,6300.0
0,1573,3.9,0.0
0,1305,3.41,0.0
1,1081,2.59,0.0
1,1045,2.65,0.0
1,1223,2.94,0.0
0,1300,3.42,0.0
1,1378,3.58,21100.0
0,1456,3.55,14500.0
0,1309,3.19,0.0
0,1562,4.03,7700.0
0,1409,3.44,12900.0
0,1469,3.64,8700.0
0,1527,3.77,10000.0
0,1457,3.77,0.0
1,1355,3.35,19100.0
0,1380,3.35,0.0
0,1363,3.59,12300.0
1,1071,2.57,12100.0
1,1167,3.04,19500.0
0,1399,3.68,9500.0
0,1565,4.1,13600.000000000002
1,1001,2.66,5400.0
0,1382,3.62,7700.0
0,1257,3.16,0.0
1,1178,2.89,0.0
1,1130,2.86,0.0
1,1087,2.85,0.0
1,1265,3.04,5100.0
0,1402,3.44,12700.0
1,1178,3.08,0.0
1,1047,2.56,8200.0
0,1289,3.3,0.0
0,1243,3.02,0.0
1,1066,2.48,23700.0
1,1132,2.87,0.0
0,1452,3.7,12400.0
1,1087,2.67,11100.000000000002
0,1369,3.5,14300.0
0,1276,3.38,0.0
0,1210,3.17,0.0
1,1195,2.94,0.0
0,1288,3.36,5600.000000000001
1,1108,2.75,21800.0
0,1395,3.67,16800.0
0,1468,3.5,22799.999999999996
1,1241,3.18,10600.0
1,1182,2.81,0.0
1,1136,2.99,0.0
0,1330,3.28,0.0
1,1195,2.92,0.0
1,1332,3.24,17500.0
0,1562,3.74,17800.0
0,1483,3.78,11000.0
0,1295,3.22,0.0
1,1273,3.1,12700.0
1,1127,2.64,12900.0
0,1286,3.07,0.0
1,1154,2.98,19000.0
0,1548,3.96,12300.0
0,1490,3.64,0.0
1,1239,2.99,13500.0
1,1123,2.87,0.0
1,1081,2.61,0.0
1,1204,2.87,0.0
1,1188,2.9,6400.0
0,1315,3.35,0.0
0,1403,3.39,6899.999999999999
0,1550,3.87,10800.0
1,1147,3.02,0.0
1,1043,2.44,0.0
1,1064,2.52,0.0
1,1058,2.72,18100.0
0,1335,3.32,0.0
1,1018,2.66,14400.0
1,1057,2.45,0.0
0,1547,3.79,0.0
1,1196,2.8,6700.0
0,1273,3.35,0.0
0,1444,3.43,12200.0
1,1024,2.57,6899.999999999999
0,1484,3.82,24200.0
1,1313,3.45,24100.0
1,1142,2.85,0.0
0,1322,3.24,8900.0
0,1376,3.54,15900.0
1,1179,2.96,0.0
1,1011,2.53,10200.0
1,1346,3.17,13100.0
0,1243,3.13,0.0
1,1015,2.7,0.0
0,1343,3.53,0.0
1,1108,2.75,0.0
0,1522,3.8,0.0
1,1054,2.49,0.0
1,1051,2.62,5200.0
1,1428,3.44,21500.0
1,1182,3.13,0.0
1,1005,2.34,8700.0
0,1542,4.0,14200.0
1,1314,3.22,12600.0
1,1071,2.86,0.0
0,1479,3.5,10800.0
1,1031,2.74,0.0
0,1265,3.28,0.0
0,1382,3.37,11299.999999999998
1,1072,2.55,14900.0
1,1160,2.92,21400.0
1,1077,2.54,0.0
0,1424,3.72,12300.0
0,1576,3.78,0.0
1,1197,2.86,0.0
1,1158,3.0,19600.0
0,1532,3.92,24200.0
1,1147,2.67,0.0
1,1193,2.96,0.0
1,1281,3.37,12500.0
0,1283,3.01,0.0
0,1308,3.31,0.0
1,1168,2.95,0.0
1,1044,2.67,0.0
0,1414,3.68,14000.0
0,1556,3.88,13300.0
0,1489,3.65,13799.999999999998
0,1525,3.99,5699.999999999999
1,1117,2.93,5699.999999999999
0,1343,3.5,5000.0
1,1041,2.57,0.0
0,1560,3.77,6400.0
1,1188,2.97,0.0
1,1069,2.61,14100.0
0,1510,3.64,0.0
0,1483,3.78,11399.999999999998
1,1146,2.75,13100.0
1,1319,3.37,18600.0
1,1109,2.79,0.0
0,1460,3.62,12300.0
1,1238,3.05,5800.0
0,1301,3.43,10700.0
0,1488,3.81,0.0
0,1364,3.47,0.0
1,1328,3.25,14900.0
0,1351,3.35,0.0
0,1280,3.18,0.0
1,1011,2.57,5699.999999999999
0,1495,3.85,8200.0
0,1460,3.56,12000.0
1,1080,2.64,0.0
0,1253,3.21,0.0
0,1463,3.49,16299.999999999998
1,1145,2.92,0.0
0,1362,3.43,10600.0
1,1290,3.35,19200.0
0,1361,3.39,5200.0
0,1579,3.95,24400.0
0,1276,3.37,0.0
1,1302,3.18,8600.0
0,1506,3.63,20700.0
1,1203,2.9,14700.0
1,1209,2.98,6600.0
0,1300,3.34,5000.0
1,1136,2.77,12600.0
0,1425,3.67,14400.0
1,1211,3.08,9500.0
0,1571,4.11,5699.999999999999
0,1338,3.32,0.0
0,1289,3.22,0.0
0,1366,3.31,0.0
0,1243,3.07,0.0
1,1265,3.3,15200.0
1,1181,2.89,11399.999999999998
0,1303,3.09,0.0
0,1440,3.49,9900.0
0,1411,3.72,20500.0
1,1111,2.82,22500.0
0,1527,3.98,7700.0
0,1352,3.28,5900.0
1,1415,3.34,24600.0
0,1556,3.78,19100.0
1,1038,2.53,8500.0
0,1483,3.87,5300.0
1,1102,2.72,0.0
0,1569,4.01,18700.0
0,1331,3.47,13799.999999999998
1,1217,3.22,14800.0
0,1240,3.05,0.0
1,1157,2.8,0.0
0,1448,3.62,12200.0
0,1515,3.87,16000.0
1,1190,2.8,18000.0
0,1569,3.84,10700.0
0,1350,3.47,11800.0
1,1051,2.48,24100.0
0,1472,3.63,8100.000000000001
1,1136,2.78,0.0
0,1531,3.83,14100.0
1,1213,3.05,24600.0
1,1203,2.94,0.0
0,1437,3.43,15900.0
1,1041,2.5,10200.0
0,1262,3.2,0.0
0,1464,3.86,21200.0
1,1375,3.64,22900.0
0,1401,3.59,13799.999999999998
1,1119,2.81,9800.0
1,1149,2.9,0.0
1,1149,2.7,11500.0
1,1010,2.39,15900.0
0,1445,3.71,0.0
0,1341,3.39,13000.0
1,1191,3.06,0.0
1,1209,3.03,0.0
1,1143,2.99,8700.0
1,1255,3.03,9600.0
1,1158,3.09,0.0
0,1472,3.66,24500.0
0,1239,3.24,0.0
1,1083,2.68,0.0
1,1183,2.84,0.0
1,1239,2.97,8200.0
1,1133,2.8,12400.0
0,1345,3.44,0.0
1,1180,3.03,0.0
0,1446,3.47,9900.0
0,1441,3.64,13400.0
0,1350,3.24,0.0
1,1096,2.64,9300.0
0,1525,3.9,14800.0
1,1056,2.63,23300.0
1,1176,3.06,11700.0
1,1185,3.02,8800.0
1,1094,2.8,7200.0
0,1524,3.66,10300.0
0,1444,3.42,18400.0
1,1156,2.69,5900.0
1,1118,2.65,0.0
0,1536,3.94,15200.0
1,1122,2.7,10700.0
0,1519,3.64,19700.0
1,1078,2.62,0.0
1,1130,2.75,0.0
1,1161,3.05,22000.0
0,1248,3.14,0.0
0,1302,3.09,0.0
0,1383,3.28,13600.000000000002
0,1450,3.69,14800.0
0,1232,3.09,0.0
1,1298,3.4,15500.0
0,1257,3.23,0.0
0,1307,3.36,0.0
0,1355,3.49,0.0
1,1052,2.59,0.0
0,1535,3.69,0.0
0,1506,3.61,17100.0
0,1282,3.06,0.0
0,1485,3.84,5400.0
0,1372,3.23,7600.0
1,1035,2.77,24600.0
0,1465,3.56,5100.0
1,1154,2.9,0.0
1,1017,2.68,12000.0
0,1477,3.53,23700.0
0,1503,3.91,20700.0
1,1056,2.72,17100.0
1,1184,3.14,8900.0
0,1508,3.65,5600.000000000001
1,1237,2.96,0.0
1,1293,3.29,24400.0
0,1255,3.25,0.0
0,1319,3.27,0.0
0,1554,3.8,19600.0
1,1100,2.78,21600.0
0,1317,3.17,0.0
0,1574,4.07,0.0
0,1311,3.46,0.0
1,1104,2.75,0.0
0,1312,3.3,0.0
1,1202,2.96,0.0
0,1465,3.69,0.0
0,1391,3.39,9900.0
1,1001,2.59,0.0
0,1502,3.83,20700.0
0,1382,3.33,10200.0
0,1439,3.79,0.0
0,1489,3.76,0.0
1,1120,2.93,0.0
0,1445,3.53,16100.000000000002
0,1298,3.43,0.0
1,1128,2.83,0.0
0,1561,3.84,0.0
0,1441,3.58,0.0
1,1241,2.91,0.0
0,1567,4.07,7200.0
1,1198,2.95,0.0
0,1466,3.55,12300.0
1,1221,2.98,0.0
1,1013,2.72,0.0
1,1307,3.24,9200.0
1,1160,3.09,0.0
0,1475,3.69,0.0
0,1229,3.13,0.0
1,1261,3.32,14500.0
0,1261,3.29,0.0
0,1360,3.47,10400.0
0,1392,3.57,11200.000000000002
0,1445,3.67,11299.999999999998
1,1365,3.24,21700.0
1,1174,2.78,11500.0
0,1479,3.79,0.0
1,1122,2.79,0.0
0,1353,3.51,9100.0
0,1458,3.71,12000.0
0,1344,3.41,12400.0
0,1308,3.47,5500.0
0,1413,3.52,18200.0
0,1452,3.65,14200.0
0,1316,3.25,7300.0
1,1250,3.11,9400.0
1,1079,2.65,0.0
0,1506,3.65,17200.0
0,1234,3.08,0.0
1,1360,3.51,19500.0
0,1237,3.11,0.0
0,1431,3.47,13700.000000000002
0,1525,3.72,10300.0
0,1432,3.6,21600.0
1,1088,2.55,0.0
1,1356,3.38,15900.0
1,1064,2.71,5900.0
1,1160,2.82,13799.999999999998
0,1555,3.71,0.0
0,1283,3.39,7500.0
1,1139,2.91,12800.0
1,1087,2.76,0.0
0,1491,3.77,14200.0
1,1326,3.14,12000.0
1,1319,3.17,22400.000000000004
0,1352,3.2,8200.0
1,1005,2.45,0.0
0,1521,3.92,8300.0
0,1260,3.29,0.0
1,1004,2.44,0.0
1,1219,2.97,0.0
0,1328,3.39,0.0
0,1362,3.22,10300.0
1,1220,2.89,0.0
0,1248,3.13,0.0
1,1044,2.64,0.0
1,1006,2.32,0.0
0,1349,3.53,9300.0
0,1497,3.55,24900.000000000004
1,1063,2.68,8800.0
0,1519,3.77,20000.0
0,1319,3.21,0.0
0,1429,3.37,14400.0
1,1176,2.87,0.0
1,1369,3.23,13300.0
0,1250,3.06,0.0
0,1572,3.87,17900.0
1,1263,3.01,23700.0
0,1553,4.08,0.0
0,1471,3.64,21800.0
1,1037,2.78,8800.0
0,1284,3.15,0.0
1,1008,2.5,0.0
1,1096,2.8,10700.0
0,1330,3.17,0.0
0,1445,3.56,8600.0
0,1551,4.04,18500.0
1,1278,3.19,10800.0
1,1099,2.93,0.0
0,1338,3.54,14200.0
1,1313,3.15,11399.999999999998
1,1133,2.78,0.0
1,1093,2.79,0.0
1,1228,2.96,0.0
1,1118,2.94,11600.0
0,1487,3.7,14400.0
1,1056,2.69,0.0
0,1517,3.75,0.0
0,1367,3.4,11800.0
1,1016,2.43,0.0
1,1284,3.03,10200.0
1,1205,2.85,5100.0
1,1123,2.83,14200.0
0,1326,3.43,9700.0
0,1363,3.46,13600.000000000002
1,1335,3.31,13799.999999999998
1,1080,2.63,0.0
1,1057,2.82,0.0
1,1066,2.65,0.0
0,1317,3.36,7100.0
0,1541,3.87,8300.0
1,1075,2.78,6700.0
0,1475,3.58,9900.0
0,1575,3.75,6100.0
1,1033,2.71,9900.0
1,1143,2.74,9000.0
0,1401,3.33,10800.0
0,1490,3.68,10600.0
1,1157,3.08,0.0
1,1031,2.57,0.0
0,1504,3.74,11800.0
1,1201,3.03,24200.0
0,1277,3.15,0.0
1,1182,3.0,0.0
0,1374,3.53,13600.000000000002
1,1154,3.07,0.0
1,1182,2.76,22300.0
1,1005,2.4,0.0
1,1050,2.54,13700.000000000002
1,1038,2.5,14800.0
0,1232,3.08,0.0
0,1546,3.97,7300.0
0,1533,3.99,9200.0
0,1382,3.36,7300.0
1,1108,2.9,7000.0
1,1269,3.29,10000.0
0,1534,3.74,12700.0
0,1411,3.68,13500.0
1,1012,2.46,0.0
0,1386,3.46,10200.0
0,1521,3.63,0.0
1,1057,2.58,0.0
1,1067,2.72,24200.0
0,1568,3.97,12200.0
0,1479,3.55,11600.0
0,1543,3.94,0.0
1,1350,3.45,15600.0
0,1577,3.78,6100.0
1,1028,2.53,0.0
0,1239,3.1,0.0
1,1075,2.65,0.0
0,1496,3.67,5600.000000000001
1,1044,2.41,0.0
0,1532,3.7,6600.0
1,1070,2.68,11900.0
1,1133,2.87,0.0
1,1165,2.95,0.0
0,1483,3.54,11900.0
0,1336,3.18,0.0
0,1524,3.78,16400.0
0,1463,3.84,8300.0
0,1461,3.55,0.0
0,1520,3.89,8800.0
0,1409,3.35,0.0
1,1083,2.65,6700.0
0,1580,4.0,12100.0
0,1485,3.56,0.0
1,1180,2.79,0.0
0,1327,3.2,0.0
0,1566,3.85,15700.0
1,1008,2.66,0.0
1,1280,3.17,12300.0
0,1442,3.71,0.0
0,1292,3.1,0.0
0,1330,3.23,0.0
1,1285,3.1,12700.0
0,1295,3.31,0.0
0,1360,3.48,5500.0
1,1063,2.66,0.0
0,1510,3.7,13200.0
1,1279,3.01,11500.0
0,1274,3.08,0.0
0,1386,3.64,12300.0
1,1287,3.13,13400.0
0,1427,3.56,0.0
1,1065,2.8,0.0
1,1028,2.44,0.0
0,1543,3.96,8900.0
1,1094,2.89,0.0
1,1288,3.17,15100.0
0,1531,3.88,16800.0
0,1346,3.34,11100.000000000002
0,1544,3.92,0.0
0,1417,3.4,5000.0
1,1181,3.0,7300.0
0,1392,3.43,12600.0
1,1316,3.13,10100.0
0,1439,3.48,9100.0
0,1357,3.37,11600.0
0,1467,3.65,9100.0
1,1182,2.97,14400.0
0,1410,3.65,8300.0
0,1281,3.3,0.0
0,1476,3.75,5500.0
1,1134,2.94,9600.0
1,1123,2.96,0.0
1,1032,2.51,0.0
1,1299,3.41,13100.0
1,1206,3.04,0.0
1,1381,3.53,19300.0
1,1214,2.87,14300.0
1,1168,2.85,0.0
0,1563,3.91,9600.0
0,1383,3.42,0.0
